# LAST EDIT: 2020/3/28 - Deadliest
#############
# KISLEVITE #
#############
###ÄNSI
#Kislevite Society
U_EVTDESC55002;For a long time we Gospodars ruled here and we shed our blood with other people of these lands. The time has come to unite with them and create new great Kislev!;;;;;;;;;;;;;x
U_EVTOPTA55002;Let there be one nation, one people!;;;;;;;;;;;;;x
U_EVTDESC55003;Gospodars, Ungols and other people of Kislev once divided are now creating family bonds and adopting new identity.;;;;;;;;;;;;;x
U_EVTDESC55004;More and more people in Kislev are adopting new identity. Some of courtiers also embraced new ways.;;;;;;;;;;;;;x
U_EVTDESC55005;Whole realm has adopted new Kislevarin. My servants inform me that it is increasingly popular to show new customs and speak new Kislevarin amongst Ungol and Gospodar Boyars and Szlachta...;;;;;;;;;;;;;x
U_EVTDESC55006;My wise liege has persuaded me to adopt new customs and new identity - I am not Gospodar or Ungol now I've become Kislevite!;;;;;;;;;;;;;x
#
# KISLEVITE
#
EVTDESC_KISLEV_1;My [GetFromRelation], [From.GetTitledFirstName], has requested to join the Gryphon Legion in their struggle against enemies of Kislev. Gryphon Legion is an elite winged lancers company. They fight as mercenaries in whole Old World, still they are fiercly loyal to Kislev and always defend it when situation demands it.;;;;;;;;;;;;;x
EVTOPTA_KISLEV_1;Make us proud!.;;;;;;;;;;;;;x
EVTOPTB_KISLEV_1;Absolutely not!;C'est hors de question ! ;Auf keinen Fall!;;¡Me niego por completo!;;;;;;;;;x
EVTTOOLTIP_KISLEV_2;[This.GetTitledFirstName] becomes a battle brother of Gryphon Legion.;;;;;;;;;;;;;x
EVTTOOLTIP_KISLEV_3;[This.GetTitledFirstName] is disappointed.;La déception [This.Get_du_Title][This.GetTitledFirstName] est grande.;[This.GetTitledFirstName] ist enttäuscht.;;[This.GetTitledFirstName] está decepcionado.;;;;;;;;;x
EVTDESC_KISLEV_2;In his wisodm your liege allowed you to leave court for Gryphon Legion.;;;;;;;;;;;;;x
EVTDESC_KISLEV_3;Your didn't give you permission to join Gryphon Legion.;;;;;;;;;;;;;x
EVTOPTA_KISLEV_3;Cursed fool!;;;;;;;;;;;;;x
#
# AFTER BIRTH CEREMONY DAZH GRANTS PROTECTION
#
EVTDESC_KISLEV_5;In Kislev every newborn infant is to be commended to the protection of Dazh. It is expected of you to follow the ancient tradition, prepare the ceremonical fire and invite most important memebers of the holding to the ceremony.;;;;;;;;;;;;;x
EVTOPTA_KISLEV_5;Tradition is everything!;;;;;;;;;;;;;x
EVTOPTB_KISLEV_5;Nonsense!;;;;;;;;;;;;;x
#
EVTDESCA_KISLEV_6;Guest have gathered and ceremony started. Together with child's mother you pass baby through the flames of ceremonial fire symbolically burning away any bad luck or Chaos taint... as you do it baby starts crying - a sign of a good luck! Dazh has granted your child his protection!;;;;;;;;;;;;;x
EVTDESCB_KISLEV_6;The ceremony starts and whole court has gathered witness it. Together with child's mother you pass baby through the flames of fire symbolically burning away any bad luck or Chaos taint... as you do it the mother notices that baby is noticeably burned! Bad luck! Dazh refused to granted your [From.GetBestName] his protection!;;;;;;;;;;;;;x
EVTDESCC_KISLEV_6;Ceremony is starting, and courtiers gathered to witness it. You stand by fire and passing baby through the flames to its mother, symbolically burning away any bud luck or Chaos taint... Suddenly baby slips from your hands directly into flames, it must be sign from Dazh, baby is tainted with Chaos! You are restrained and there is nothing you can do to help!;;;;;;;;;;;;;x
#
EVTOPTA_KISLEV_6;Dazh be praised!;;;;;;;;;;;;;x
EVTOPTB_KISLEV_6;Gods have forsaken us!;;;;;;;;;;;;;x
EVTOPTC_KISLEV_6;Nooooo! My baby!;;;;;;;;;;;;;x
#
EVTDESCA_KISLEV_8;Living so far north brings the danger of Chaos corruption. Among Ungols it is the Wise Woman whp guard tribe against taint and dispose of those touched by Chaos. A Wise woman of your tribe came to see your child. During ceremony she will check if newborn is free from influence of Chaos...;;;;;;;;;;;;;x
EVTOPTA_KISLEV_8;Let spirits be merciful!;;;;;;;;;;;;;x
#
EVTDESCA_KISLEV_9;Hag declared that child carries chaos taint and has to be removed from Stanitsa. In northern regions the Chaos threat is all to real and no one dares to oppose the Wise Women. It is last time you see your baby [chaos_tainted.GetBestName], Hag will take it and now there's nothing to do but mourn.;;;;;;;;;;;;;x
EVTDESCB_KISLEV_9;Gods be praised! A stanitsa Hag found not taint in your child! Yet, before leaving she marked your baby with Curse: [chaos_tainted.GetHagsCurse];;;;;;;;;;;;;x
EVTOPTA_KISLEV_9;Gods why!?;;;;;;;;;;;;;x
EVTOPTB_KISLEV_9;So be it;;;;;;;;;;;;;x
EVTOPTC_KISLEV_9;Never! We will not allow it!;;;;;;;;;;;;;x
#
# KISLEVITE BLOODLINES
#
miska;Blood of [This.GetTitledFirstName];Sang de [This.GetTitledFirstName];Blut von [This.GetTitledFirstName];;Sangre de [This.GetTitledFirstName];;;;;x
miska_desc;She led the Gospodars over the mountains and into the lands now known as Kislev. Her daughter Shoika was the first Tzarina and founded the Bokha line.;;;;;;;;;;;;;x
#
# KISLEVITE GOVERNMENTS
#
tzardom_government;Tzardom;;;;;;;;;;;;;
tzardom_government_desc;The ruling government of Kislev is defined by a centralized autocratic monarchy governed by hereditary rulers known as Tzars. The Tzar or Tzarina of Kislev are powerful figures whom claim to be the direct descendants of Miska, the first Khan-Queen of the ancient Gospodar people. In theory, the Tzar has absolute power within his kingdom, for they are considered the spiritual and political rulers of the land and its people.;;;;;;;;;;;;;
#
# KISLEVITE DUMP
#
ERENGRAD;Erengrad;;;;;;;;;;;;;x
ERENGRAD_ADJ;Erengrad;;;;;;;;;;;;;x
#Kislev Ice Witch Training
EVTDESCIWITCH_8;Priviet, [Root.GetSocietyRank]!\n\nIt has come to our attention that there is potential sister in [recruit_to_be.Location.GetName],so far [recruit_to_be.GetFirstName] remains outside of our fold. May we humbly urge you to talk to [recruit_to_be.GetHerHim] about becoming a member of our Sisterhood?\n\nSigned, [From.GetTitledFirstName].;;;;;;;;;;;;;x
EVTDESCIWITCH_9;Having arrived at [recruit_to_be.Location.GetName], now is the time to ask for [recruit_to_be.GetFirstName] to present herself to you for tutoring.;;;;;;;;;;;;;;x
EVTOPTAIWITCH_9;I will inquire about her.;;;;;;;;;;;;;;x
EVTDESCIWITCH_10;Your extra ordinary affinity towards winds of magic has come to the knowledge of Ice Witch Sisterhood, and they have sent an representative to see if you could be made into proper Ice Witch.;;;;;;;;;;;;;x
EVTDESCIWITCH_11;You have Finished your Education to be an Ice Witch and have been set free to do as you wish.;;;;;;;;;;;;;;x
EVTOPTBIWITCH12;Daring is what a Ice Witch needs.;;;;;;;;;;;;;;x
EVTDESCIWITCH12;Now with the education of [recruit_to_be.GetFirstName] is well underway we need to carefully select course to teach her...;;;;;;;;;;;;;;x
EVTDESCIWITCH_16;[recruit_to_be.GetFirstName] has accepted your tutelage request to become an ice witch;;;;;;;;;;;;;;x
EVTDESCIWITCH_17;[recruit_to_be.GetFirstName] has had the audacity to Deny your request to tutor her to become an ice witch;;;;;;;;;;;;;;x
EVTOPTIWITCH_16;How Delightful.;;;;;;;;;;;;;;x
EVTOPTIWITCH_16;[recruit_to_be.GetFirstName]'s studies have neared their completion and she has finally taken her place amongst her equals among the Sisterhood...;;;;;;;;;;;;;;x
#Kislev Witch Hunt
EVTDESCiwitchHunt;Your extra ordinary affinity towards winds of magic has come to the knowledge of Ice Witch sisterhood, and they have sent an representative to investigate, only time will tell what judgement shall pass.;;;;;;;;;;;;;x
EVTOPTAiwitchHunt;I have bad feeling about this...;;;;;;;;;;;;;x
#
# HAG CURSE DUMP
#
GetHagsCurse_ring;This child's finger must never bear rings;;;;;;;;;;;;;x
GetHagsCurse_swear;This child is cursed to never swear or curse!;;;;;;;;;;;;;x
GetHagsCurse_clutch;Never allow this child to clutch a babe.;;;;;;;;;;;;;x
GetHagsCurse_skin;Cursed, is this child, to never skin rabbit, fox nor bear neither.;;;;;;;;;;;;;x
GetHagsCurse_horn;This child must never drink from skull or horn.;;;;;;;;;;;;;x
GetHagsCurse_mountain;Never allow this child to be alone in the mountains!;;;;;;;;;;;;;x
GetHagsCurse_contradict;This child must not contradict mother, grandmother or any wise woman.;;;;;;;;;;;;;x
GetHagsCurse_dazh;Forbidden, is this child, from fishing when Dazh blazes.;;;;;;;;;;;;;x
#
# Wardrobe
#
EVTDESCwardrobe.0;You've grown restless these past few weeks and once again find yourself unable to sleep, pacing in circles about your room.;;;;;;;;;;;;;x
EVTOPTwardrobe_0;Perhaps I should explore the castle a little?;;;;;;;;;;;;;x
EVTDESCwardrobe.1;You begin to wander the twisting halls of the castle, exploring the occasional room, finding little of note. But in one room you notice a large wardrobe hidden in the shadows, strangely you cant help but feel a sense of malice eminating from the thing.;;;;;;;;;;;;;x
EVTOPTwardrobe_1A;Its getting late... I should get back to my room.;;;;;;;;;;;;;x
EVTOPTwardrobe_1B;Where did this come from?;;;;;;;;;;;;;x
EVTDESCwardrobe.11;Without taking your eyes off the wardrobe you back out of the room, only after its out of sight do you turn around and sprint back to your quarters. Slamming the door behind you and leaping into your bed.;;;;;;;;;;;;;x
EVTOPTwardrobe_11;Close your eyes and get some sleep.;;;;;;;;;;;;;x
EVTDESCwardrobe.12;You move cautiously closer to the wardrobe to investigate, it resonates with an icy chill and elaborate motifs of snowy forests and frozen rivers are carved into the wood and iron. Its truly beautiful, you feel as if you cant look away and reach a hand out to touch it, before you realize what you've done you've opened the door and crawled inside the door shutting itself firmly behind you.;;;;;;;;;;;;;x
EVTOPTwardrobe_12;How deep is this thing?!;;;;;;;;;;;;;x
EVTDESCwardrobe.2;Suddenly, you stumble out of the back of the wardrobe, the first thing you notice isn't the trees, or the freshly fallen snow its the biting unbearable cold. Your teeth chatter as you bundle yourself in some old furs from the wardrobe and head down a nearby path. Its not long before you come upon a fork... Which way now?;;;;;;;;;;;;;x
EVTOPTwardrobe_2A;Take the left fork.;;;;;;;;;;;;;x
EVTOPTwardrobe_2B;Take the right fork.;;;;;;;;;;;;;x
EVTDESCwardrobe.21;After wandering down the path for what seems like hours, your fingers and toes begin to feel numb from the cold and you begin to think longingly of the warm bed waiting in your quarters.;;;;;;;;;;;;;x
EVTOPTwardrobe_21;I've been here far too long, time to get home!;;;;;;;;;;;;;x
EVTDESCwardrobe.3;After wandering down the path for several minutes you stumble into a small clearing densly packed with ruined buildings clustered around a small well, as you wander towards the center of what you presume is an abandoned town you feel an ominous presence directly around the next corner, an overwhelming sense of dread fills your very bones as you catch a glimpse of a terrible beast.;;;;;;;;;;;;;x
EVTOPTwardrobe_3A;Make a run for it!;;;;;;;;;;;;;x
EVTOPTwardrobe_3B;Hide! Quick!;;;;;;;;;;;;;x
EVTDESCwardrobe.31;Without a moments hesitation you turn around and sprint in the direction of the wardrobe. When your just a few feet away you glance back but whatever it was chose not to follow you.;;;;;;;;;;;;;x
EVTOPTwardrobe_31;Quickly climb back inside.;;;;;;;;;;;;;x
EVTTOOLTIPwardrobe.31;making it back safely.;;;;;;;;;;;;;x
EVTDESCwardrobe.32;The beast notices you immediately and sinks a serrated claw into your thigh as you try to escape, dragging you towards its jagged maw. You managed to kick free of the beast and struggle to your feet, adrenaline fills your veins as you stumble to the wardrobe and crawl inside thankful that thing didn't chase after you. You emerge and collapse to the floor covered in blood, the wardrobe slowly merges with the wall behind you as you call out for help.;;;;;;;;;;;;;x
EVTOPTwardrobe_32;Help! I'm hurt!;;;;;;;;;;;;;x
EVTTOOLTIPwardrobe.32;it seeing you!;;;;;;;;;;;;;x
EVTDESCwardrobe.33;Without thinking you duck into the nearest doorway and crawl under the remains of what appears to be a bed, after waiting for what felt like hours without making a sound you feel the presence recede and cautiously crawl from your hiding place.;;;;;;;;;;;;;x
EVTOPTwardrobe_33;Take a look around.;;;;;;;;;;;;;x
EVTTOOLTIPwardrobe.33;going unnoticed.;;;;;;;;;;;;;x
EVTDESCwardrobe.4;Though the room is dark and covered in decay you know something terrible happened here, you head towards the doorway to leave, before you do you notice a faint purple glow coming from a large gemstone built into the mantle.;;;;;;;;;;;;;x
EVTOPTwardrobe_4A;Whats this?;;;;;;;;;;;;;x
EVTTOOLTIPwardrobe.4A;Reach out and touch the gemstone.;;;;;;;;;;;;;x
EVTOPTwardrobe_4B;Leave it where it is and get out of here.;;;;;;;;;;;;;x
EVTDESCwardrobe.41;As you lay your hand upon the stone it flashes with a blinding purple light and you feel a strange power surge through you! You can't help but exclaim loudly in surprise and elation!;;;;;;;;;;;;;x
EVTOPTwardrobe_41;Head back to the wardrobe, that thing might have heard you...;;;;;;;;;;;;;x
EVTDESCwardrobe.5;As you emerge from the hulking wardrobe your struck by a strong nausea and collapse as the room spins around you. It takes several moments to regain your senses, the wardrobe is gone and the sun is shining through the nearby window..;;;;;;;;;;;;;x
EVTOPTwardrobe_5;Was it all a dream?;;;;;;;;;;;;;x
